Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
某纺织厂2015年1月初从某农业生产者处收购棉花，开具的收购凭证上注明收购价格为50000元，货物验收入库；支付某运输企业（一般纳税人）运费并取得运输业增值税专用发票，注明运费254.56元。月末，棉花因保管不善发生霉烂变质，账面成本价3000元（其是含运费100元）。此项业务应进项抵扣(     )元。|6528|6087.14|6083.67|6094.67||3|||||进项转出2900/（1-13%）*13%+100*11%=444.33 应抵扣进项50000*13%+254.56*11%-444.33=6083.67|进项转出2900/（1-13%）*13%+100*11%=444.33 应抵扣进项50000*13%+254.56*11%-444.33=6083.67
根据《中华人民共和国企业所得税法》的规定，下列说法中正确的是(     )。 |居民企业只就来源于中国境内的所得纳税|在中国境内未设立机构场所的非居民企业不在中国缴纳企业所得税|在中国境内设立机构场所的非居民企业，境内外所得都要在中国纳税|居民企业应就来源于中国境内、境外的所得作为征税对象||4|||||中华人民共和国企业所得税法第三条居民企业应当就其来源于中国境内、境外的所得缴纳企业所得税。|中华人民共和国企业所得税法第三条居民企业应当就其来源于中国境内、境外的所得缴纳企业所得税。
对确定需要进行土地增值税清算的项目，由主管税务机关下达清算通知，纳税人应当在收到清算通知之日起(      )日内办理清算手续。|30|15|60|90||4|||||公共知识教材P132|公共知识教材P132
以下关于折旧年限的表述错误的是（    ）|汽车的折旧年限为4年|电脑的折旧年限为3年|林木类生物资产的折旧年限为5年|畜类生物资产的折旧年限为3年||3|||||中华人民共和国企业所得税法第六十四条 生产性生物资产计算折旧的最低年限如下：(一)林木类生产性生物资产，为10年；(二)畜类生产性生物资产，为3年|中华人民共和国企业所得税法第六十四条 生产性生物资产计算折旧的最低年限如下：(一)林木类生产性生物资产，为10年；(二)畜类生产性生物资产，为3年
某供热企业2014年年初占地面积9000平方米，其中生产厂房占地6000平方米，办公用房占地600平方米，厂区内绿化用地2000平方米，企业自办托儿所占地400平方米。该供热企业全年取得生产经营总收入2500万元，其中直接向居民供热的采暖费收入800万元。当地城镇土地使用税年税额为每平方米18元，该企业2014年应缴纳城镇土地使用税（    ）元。|154800|132120|120240|105264||3|||||财税[2016]94号  6000*800/2500=1920   应税面积（6000-1920）+600+2000=6680 土地使用税6680*18=120240|财税[2016]94号  6000*800/2500=1920   应税面积（6000-1920）+600+2000=6680 土地使用税6680*18=120240
按照印花税的有关规定，下列各项中，涉税处理正确的是（     ）|对技术开发合同，以合同所载的报酬金额和研究开发经费作为计税依据|货物运输合同，以收取的全部运费、装卸费和保险费为计税依据|财产租赁合同，应纳税额超过1角不足1元的，按照1元贴花|财产保险合同的计税依据中包含所保财产的金额||3|||||公共知识教材P128|公共知识教材P128
关于研发费用税前加计扣除政策，下列表述正确的是（     ）。|2016年开始，租赁和商务服务业不适用研发费用加计扣除政策|用于研发活动的房屋的折旧费可以加计扣除|允许加计扣除的研发活动包括对某项科研成果的直接应用|企业对研发费用和生产经营费用未单独核算，划分不清的，可按比例划分实行加计扣除||1|||||财税〔2015〕119号  应该选A|财税〔2015〕119号  应该选A
根据增值税规定，下列关于纳税既欠缴增值税，又有增值税留抵税额的税务处理，正确的有(      )。 |允许以期末留抵税额抵减增值税欠税，但不得抵减欠税滞纳金|抵减欠税时，既可以按欠税时间逐笔抵扣，也可以按欠税额度逐笔抵扣|若期末留抵税额大于欠缴总额，抵减后的余额不得结转下期继续抵扣|查补的增值税款，可以按规定用留抵税额抵减 ||4|||||国税函〔2004〕1197号|国税函〔2004〕1197号
某纳税人2014年12月通过希望工程捐赠30万元，该年度纳税调整前所得为100万元，纳税调整后所得为180万元，会计利润为150万元，允许在税前扣除的捐赠支出为（    ）万元。|12|18|21.6|30||2|||||中华人民共和国企业所得税法实施条例第五十三条 企业发生的公益性捐赠支出，不超过年度利润总额12%的部分，准予扣除。150*12%=18|中华人民共和国企业所得税法实施条例第五十三条 企业发生的公益性捐赠支出，不超过年度利润总额12%的部分，准予扣除。150*12%=18
某企业接受外商投资占比30%，2014年实现利润1257万元，股东会决议将利润的50%进行分配。该企业应代扣代缴企业所得税（    ）万元。|62.85|37.71|18.86|0||3|||||1257*50%*30%*10%=18.86|1257*50%*30%*10%=18.86
《资产损失税前扣除及纳税调整明细表》各栏次填报时，不应以清单申报形式扣除的是（     ）|企业各项存货发生的正常损耗|企业生物性资产达到或超过使用年限而正常死亡发生的资产损失|企业固定资产达到或超过使用年限而正常报废清理的损失|企业固定资产因管理不善发生被盗损失||4|||||国家税务总局公告2011年第25号第九条规定：“下列资产损失，应以清单申报的方式向税务机关申报扣除：(一)企业在正常经营管理活动中，按照公允价格销售、转让、变卖非货币资产的损失;(二)企业各项存货发生的正常损耗;(三)企业固定资产达到或超过使用年限而正常报废清理的损失;(四)企业生产性生物资产达到或超过使用年限而正常死亡发生的资产损失;(五)企业按照市场公平交易原则，通过各种交易场所、市场等买卖债券、股票、期货、基金以及金融衍生产品等发生的损失。|国家税务总局公告2011年第25号第九条规定：“下列资产损失，应以清单申报的方式向税务机关申报扣除：(一)企业在正常经营管理活动中，按照公允价格销售、转让、变卖非货币资产的损失;(二)企业各项存货发生的正常损耗;(三)企业固定资产达到或超过使用年限而正常报废清理的损失;(四)企业生产性生物资产达到或超过使用年限而正常死亡发生的资产损失;(五)企业按照市场公平交易原则，通过各种交易场所、市场等买卖债券、股票、期货、基金以及金融衍生产品等发生的损失。
下列项目实行增值税即征即退的是 (     )。 |注册在保税港区内的试点纳税人，提供的国内货物运输服务、仓储服务和装卸搬运服务|安置残疾人的单位，实行由税务机关按照单位实际安置残疾人的人数，限额即征即退增值税的办法|试点纳税人中的一般纳税人提供运输服务，对其增值税实际税负超过3%的部分实行增值税即征即退政策|试点纳税人中的一般纳税人，提供有形动产融资租赁服务，对其增值税实际税负超过3%的部分实行增值税即征即退政策||2|||||财税﹝2011﹞111号|财税﹝2011﹞111号
2014年3月，税务总局要求未在全省范围内全面推行风险管理工作机制的省税务机关，选择（   ）地市税务机关作为风险管理工作机制建设试点单位。这标志着税收风险管理工作在全国范围内启动。|两个|两个或者两个以上|一个|一个或一个以上||2|||||专业技能教材P290|专业技能教材P290
下列有关税收风险管理工作组织机构及职责的说法，正确的是（    ）。|市、县税务机关重点做好税收风险分析识别工作。其他税收风险管理工作事项，由省税务机关具体规定；|税务总局负责税收风险管理制度和机制的顶层设计；|总局税收风险管理领导小组负责指导全国范围内的税收风险管理工作；|各税种管理部门在税务总局风险办的统一领导下，牵头负责全国千户集团税收风险分析专题办公室，负责千户集团税收风险的分析识别工作。||2|||||专业技能教材P294|专业技能教材P294
以下不属于风险应对手段的是（    ）。|风险提醒|税务稽查|纳税评估|税收辅导||4|||||专业技能教材P201|专业技能教材P201
税收风险管理工作要结合实际积极应用税务总局的决策支持（风险管理）系统，实现税收征管信息系统与决策支持系统的有机衔接，充分发挥信息化平台的支撑作用。以下说法正确的是（    ）。|已有税收风险管理系统且功能完善的地区，可按照税务总局系统的设计理念、标准和流程，完善现有系统功能后继续使用 |现有系统功能不健全的，可以继续使用现有系统，并须做好与税务总局系统的衔接工作|没有系统的，须使用税务总局系统|没有系统的，可按照税务总局系统的设计理念、标准和流程，开发平台||3|||||专业技能教材P292|专业技能教材P292
对推送各地应对的风险管理任务，（    ）统一组织实施应对过程监控和效果评价工作。|总局税收风险管理工作领导小组办公室|总局税收风险管理工作领导小组|下发任务的司局|总局税收风险管理工作绩效办||1|||||专业技能教材P294|专业技能教材P294
通过加强税收风险管理，对纳税人实施差别化精准管理，以下说法错误的是（    ）。|对暂未发现风险的纳税人不打扰|对低风险纳税人予以提醒辅导|对中高风险纳税人重点监管|对极高风险纳税人严厉打击||4|||||专业技能教材P291|专业技能教材P291
税收风险管理的目标是提高纳税遵从水平，以下说法错误的是（   ）|为愿意遵从的纳税人提供便利化办税条件|对不遵从的纳税人予以惩罚震慑|对无法遵从的纳税人采用激励和惩罚并重的措施|从根本上解决纳税人不愿遵从或无遵从标准的问题||3|||||专业技能教材P291|专业技能教材P291
等级排序是指根据风险识别结果，建立风险纳税人库，按（   ）归集风险点，综合评定风险分值，并进行等级排序，确定每个纳税人的风险等级。|纳税人|风险事项|风险任务|涉税事项||1|||||专业技能教材P201|专业技能教材P201
在税收风险管理过程中要创新大企业管理，实现重点突破，要强化（    ）税务机关两级统筹，提升复杂事项管理层级。|地市、县|市、县|省、市|总局、省||4|||||专业技能教材P292|专业技能教材P292
税务总局风险办在统筹开展第三方涉税信息获取及应用工作时，统一指导成员单位获取税收风险管理工作所需第三方涉税信息。成员单位负责提出第三方涉税信息的业务需求，（    ）负责制定业务标准和技术实现。|电税中心|金三项目组|税务总局风险办|征管科技司||3|||||专业技能教材P295|专业技能教材P295
实行（    ）是按行业建立纳税评估模型的理论基础和依据。|行业分类管理|典型调查|信息采集分析|行业风险指标的确定||1|||||专业技能教材P307|专业技能教材P307
总局在对税负指标进行测算时，通常把离散系数是否达到（   ）作为参考值。|0.4|0.6|0.8|1.0||2|||||专业技能教材P309|专业技能教材P309
