Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
国税、地税征管体制改革要着力解决现行征管体制中存在的突出和深层次问题，不断推进税收征管体制和征管能力现代化，进一步增强税收在国家治理中的基础性、支柱性、保障性作用。（    ）|正确|错误||||1||||||
有序推进是国税、地税征管体制改革的基本原则之一。（   ）|正确|错误||||1||||||
国税、地税征管体制改革科学效能的基本原则要求以营造良好税收工作环境为重点，统筹税务部门与涉税各方力量，构建税收共治格局，形成全社会协税护税、综合治税的强大合力。（    ）|正确|错误||||2|||||应为协同共治的基本原则|应为协同共治的基本原则
《深化国税、地税征管体制改革方案》明确适宜由税务部门征收的行政事业性收费、政府性基金等非税收入项目，改由国税部门统一征收。（   ）|正确|错误||||2|||||应为改由地税部门统一征收|应为改由地税部门统一征收
《深化国税、地税征管体制改革方案》要求建立服务合作常态化机制，2017年实现“前台一家受理、后台分别处理、限时办结反馈”的服务模式。（   ）|正确|错误||||2|||||应为2016年|应为2016年
对纳税人实施分类分级管理。对企业纳税人按规模和行业，对自然人纳税人按收入和资产实行分类管理。（   ）|正确|错误||||1||||||
对跨区域、跨国经营的大企业，在纳税申报等涉税基础事项实行属地管理、不改变税款入库级次的前提下，将其税收风险分析事项提升至税务总局、省级税务局集中进行，将分析结果推送相关税务机关做好应对。（   ）|正确|错误||||1||||||
合理配置资源要求调整完善与国税、地税征管职责相匹配、与提高税收治理能力相适应的人力资源配置，实现力量向征管一线倾斜。（   ）|正确|错误||||1||||||
分类分级管理是在保持税款入库额不变的前提下，对纳税人和涉税事项进行科学分类，对税务机关各层级、各部门管理职责进行合理划分，运用风险管理的理念和方法，依托现代信息技术，提升部分复杂涉税事项的管理层级，将有限的征管资源配置于税收风险或税收集中度高的纳税人，实施规范化、专业化、差异化管理的税收征管方式。（  ）|正确|错误||||2|||||应为保持税款入库级次不变|应为保持税款入库级次不变
法制事务事项是指与税收法制工作直接相关的涉税事项，主要包括政策法规管理、争议处理、重大稽查案件审理等事项。（   ）|正确|错误||||2|||||应为重大税收案件|应为重大税收案件
省级税务机关应当适应分类分级管理需要，逐步推进直属机构和全职能分局（所）的职能转变，按纳税人规模、行业、特定业务类型或涉税事项类别等设置税源管理机构，实施专业化管理。（   ）|正确|错误||||2|||||应为省以下税务机关|应为省以下税务机关
大企业、高收入高净值自然人的税收风险管理，以税务总局为主开展风险分析识别，以省税务机关为主开展风险应对。（    ）|正确|错误||||2|||||应为以税务总局和省税务机关为主开展风险分析识别，以省、市、县税务机关为主开展风险应|应为以税务总局和省税务机关为主开展风险分析识别，以省、市、县税务机关为主开展风险应
一般税源企业和一般自然人的税收风险管理，主要由县税务机关按照便利纳税人、集约化征管的要求，灵活组织实施。（  ）|正确|错误||||1||||||
各级税务机关不能将风险应对结果作为组织开展纳税信用评价、出口企业类别管理、税务稽查分类管理等工作的重要依据。（   ）|正确|错误||||2|||||应为“应当作为”|应为“应当作为”
大企业税收管理部门主要负责对大企业或本级重点税源企业的个性化纳税服务、数据采集、风险分析识别、风险应对过程监控、效果评价和风险分析工具设计维护等事项。（   ）|正确|错误||||1||||||
纳税人接受贷款服务的进项税额不得从销项税额中抵扣，但纳税人接受贷款服务向贷款方支付的与该笔贷款直接相关的投融资顾问费、手续费、咨询费等费用，其进项税额准予从销项税额中抵扣。（   ）|正确|错误||||2|||||不可以|不可以
金融商品转让，按照卖出价扣除买入价后的余额为销售额。并差额开具增值税专用发票。（    ）|正确|错误||||2|||||金融商品转让，不得开具增值税专用发票。|金融商品转让，不得开具增值税专用发票。
提供劳务派遣服务的小规模纳税人，以取得的全部价款和价外费用，扣除代用工单位支付给劳务派遣员工的工资、福利和为其办理社会保险及住房公积金后的余额为销售额。一般纳税人，可以选择简易计税方法依5%的征收率计算缴纳增值税，但应以取得的全部价款和价外费用为销售额。（    ）|正确|错误||||2|||||供劳务派遣服务，不管是一般纳税人还是小规模纳税人，可以选择简易计税方法依5%的征收率计算缴纳增值税，以取得的全部价款和价外费用，扣除代用工单位支付给劳务派遣员工的工资、福利和为其办理社会保险及住房公积金后的余额为销售额。|供劳务派遣服务，不管是一般纳税人还是小规模纳税人，可以选择简易计税方法依5%的征收率计算缴纳增值税，以取得的全部价款和价外费用，扣除代用工单位支付给劳务派遣员工的工资、福利和为其办理社会保险及住房公积金后的余额为销售额。
餐饮行业增值税一般纳税人购进农产品，可以使用国税机关监制的农产品收购发票，按照现行规定计算抵扣进项税额。（   ）  |正确|错误||||2|||||错农业生产者自产|错农业生产者自产
纳税人跨区（县）提供建筑服务，向建筑服务发生地主管税务机关预缴的增值税税款，可以在当期增值税应纳税额中抵减，抵减不完的，予以退还。（   ）|正确|错误||||2|||||错不存在退还|错不存在退还
试点纳税人发生应税行为，在纳入营改增试点之日前已缴纳营业税，营改增试点后因发生退款减除营业额的，应当向原主管税务机关申请退还已缴纳的营业税。（    ）|正确|错误||||1||||||
纳税人代理进口按规定免征进口增值税的货物，其销售额不包括向委托方收取并代为支付的货款。向委托方收取并代为支付的款项，不得开具增值税专用发票，可以开具增值税普通发票。（     ）|正确|错误||||1||||||
纳税人购入基金、信托、理财产品等各类资产管理产品持有至到期，不属于金融商品转让。（   ）|正确|错误||||1||||||
资管产品运营过程中发生的增值税应税行为，以资管产品购买方为增值税纳税人。（    ）  |正确|错误||||2|||||资管产品管理人|资管产品管理人
物业服务企业为业主提供的装修服务，按照“商务辅助服务—物业管理服务”缴纳增值税。（    ）    |正确|错误||||2|||||建筑服务|建筑服务
纳税人将建筑施工设备出租给他人使用并配备操作人员的，按照“经营租赁—有形动产租赁”缴纳增值税。（   ）|正确|错误||||2|||||建筑服务|建筑服务
保险公司开展共保业务时，主承保人与投保人签订保险合同并全额收取保费，然后再与其他共保人签订共保协议并支付共保保费的，由主承保人和其他共保人分别就各自获得的保费收入向投保人开具发票。（   ）|正确|错误||||2|||||主承保人|主承保人
公司首次公开发行股票并上市形成的限售股，公司将其在解禁流通后对外转让的，计算缴纳增值税时，以该上市公司股票首次公开发行（IPO）的发行价为买入价。（    ）|正确|错误||||1||||||
境内单位或个人向境外单位提供对境内的天气情况进行的气象服务，属于完全在境外消费的专业技术服务。（   ）|正确|错误||||2|||||不属于|不属于
境内的单位或个人提供程租服务，如果租赁的交通工具用于国际运输服务和港澳台运输服务，由出租方按规定申请适用增值税零税率。（    ）|正确|错误||||1||||||
纳税人跨地区提供建筑服务，在建筑服务发生地预缴增值税时，以预缴增值税税额为计税依据，并按预缴增值税所在地的城市维护建设税适用税率和教育费附加征收率就地计算缴纳城市维护建设税和教育费附加。（    ）|正确|错误||||1||||||
对安装运行后的电梯提供的维护保养服务，按照“建筑业”缴纳增值税。 （   ）  |正确|错误||||2|||||“其他现代服务”|“其他现代服务”
提供餐饮服务的纳税人销售的外卖食品，按照“餐饮服务”缴纳增值税。（   ）|正确|错误||||1||||||
植物养护服务，按照“其他现代服务”缴纳增值税。（    ）  |正确|错误||||2|||||“其他生活服务”|“其他生活服务”
出租不动产，租赁合同中约定免租期的，免租期间应视同销售，缴纳增值税。（    ）  |正确|错误||||2|||||不属视同销售|不属视同销售
纳税人销售自产的钢结构件，同时提供安装服务，不属于《营业税改征增值税试点实施办法》（财税[2016]36号文件印发）第四十条规定的混合销售，应分别核算货物和建筑服务的销售额，分别适用不同的税率或者征收率。（     ）|正确|错误||||1||||||
纳税人提供建筑服务，被工程发包方从应支付的工程款中扣押的质押金、保证金，无论是否开具发票，均以纳税人实际收到质押金、保证金的当天为纳税义务发生时间。（    ）  |正确|错误||||2|||||未开具发票的|未开具发票的
自2017年5月1日起，增值税一般纳税人取得的2017年7月1日及以后开具的增值税专用发票和机动车销售统一发票，应自开具之日起360日内认证或登录增值税发票选择确认平台进行确认，并在规定的纳税申报期内，向主管国税机关申报抵扣进项税额。（   ） |正确|错误||||2|||||自2017年7月1日起|自2017年7月1日起
建筑企业与发包方签订建筑合同后，以内部授权或者三方协议等方式，授权集团内其他纳税人为发包方提供建筑服务，并由第三方直接与发包方结算工程款的，由第三方缴纳增值税并向发包方开具增值税发票，与发包方签订建筑合同的建筑企业不缴纳增值税。发包方虽取得实际提供建筑服务的纳税人开具的增值税专用发票，但不能予以抵扣进项税额。（   ） |正确|错误||||2|||||发包方可凭实际提供建筑服务的纳税人开具的增值税专用发票抵扣进项税额|发包方可凭实际提供建筑服务的纳税人开具的增值税专用发票抵扣进项税额
纳税人在同一地级行政区范围内跨县（市、区）提供建筑服务，不适用《纳税人跨县（市、区）提供建筑服务增值税征收管理暂行办法》（国家税务总局公告2016年第17号印发）。（   ）|正确|错误||||1||||||
金税工程是经国务院批准的国家级电子政务工程，是国家电子政务“十二金”工程之一，是税收管理信息系统工程的总称。（   ）|正确|错误||||1||||||
金税三期工程建设的总体目标是“一个平台、两级处理、三个覆盖、四类系统”。（   ）|正确|错误||||1||||||
金税三期优化系统针对所有办理涉税（费）事项的组织和自然人建立税收档案，确认组织和自然人唯一有效身份证明，并在国地税通用，改变了以往基于税务登记制度的税收建档模式，实现税收全员建档。（    ）|正确|错误||||1||||||
金税三期中“一个平台”是建立一个包含网络硬件和基础软件的统一的技术基础平台。（    ）|正确|错误||||1||||||
房地产一体化管理主要涉及地方税务机关管理的税种，暂不涉及国税机关。（    ）|正确|错误||||2|||||房地产一体化管理主要涉及地方税务机关管理的税种，也涉及国税机关。|房地产一体化管理主要涉及地方税务机关管理的税种，也涉及国税机关。
2005年国家发改委正式批准初步设计方案和中央投资概算，金税三期工程正式启动。（   ）|正确|错误||||2|||||2008年金税三期工程正式启动。|2008年金税三期工程正式启动。
报表和会计核算属于核心征管系统。（   ）|正确|错误||||2|||||不属于|不属于
风险管理不属于核心征管系统。（   ）|正确|错误||||1||||||
金税三期工程以流程管理为导向，实现“工作找人”。将执法结果监督转变为过程控制，规范统一执法。（    ）|正确|错误||||1||||||
金税三期工程于现行税制和对个人税收管理的实践探索，实现对自然人的建档管理和信息共享，增加财产登记与投资管理、纳税信用等级管理、一户式档案查询等自然人税收管理的内容，建设自然人数据库，为个人所得税、财产税管理提供手段支撑。（    ）|正确|错误||||1||||||
金税三期工程中，对个人所得税完税证明信息，核心征管能够在年度终了1个月内，按照每一个纳税人上年实际缴纳的个人所得税额自动生成，再通过纳税服务平台推送给纳税人。（    ）|正确|错误||||2|||||3个月内|3个月内
金税三期工程要求个人所得税管理推行全员建档、全额申报、全面管理。（ ）|正确|错误||||1||||||
国家税务总局决定，2017年以“改革?合作”为主题继续开展“春风行动”，努力打造税务系统优质服务品牌，全面提升纳税人满意度和税法遵从度。（   ）|正确|错误||||2|||||2017年以“提升?创响”为主题|2017年以“提升?创响”为主题
全国纳税人满意度调查结果显示，纳税人期盼各级税务机关从纳税人需求出发，直面纳税人的“堵点”“痛点”“热点”“焦点”和“难点”，通过开展“春风行动”持续推进管理服务创新，盯住问题、突破瓶颈、固化措施，逐项解决、逐类完善、逐级落实，让税务机关有更高的执法效率。（   ）|正确|错误||||2|||||让纳税人体验感更好、获得感更强、满意度更高。|让纳税人体验感更好、获得感更强、满意度更高。
2017年是深化征管体制改革的关键之年，各级税务机关要从“两个减负”的角度出发，继续抓好各项改革任务的落实，实现服务深度聚合、执法适度融合、信息高度整合。（   ）|正确|错误||||2|||||实现服务深度融合、执法适度整合、信息高度聚合。|实现服务深度融合、执法适度整合、信息高度聚合。
2017年开展“春风行动”，各级税务机关要从纳税人视角出发，持续简化流程、完善制度、创新管理，积极推进办税制度改革进程，让纳税人办税过程更简、办税方式更多、办税成本更低。（   ）|正确|错误||||1||||||
良好的营商环境需要税务主导的税收合作环境作保障，需要公平公正的税收执法环境作依托，需要便捷高效的税收服务环境作支撑。（    ）|正确|错误||||2|||||良好的营商环境需要协同共治的税收合作环境作保障|良好的营商环境需要协同共治的税收合作环境作保障
通过开展2017年“春风行动”，把改革目标落准、把改革措施落细、把改革成效落实，让改革更加满足发展所需、基层所盼、税户所向。（    ）|正确|错误||||1||||||
为了减少办税等候时间，提速减负，打造效能税务，要优化房地产交易税收服务，落实房地产交易税收服务和管理指引要求，推进部门信息共享，减少信息重复录入及复核时间，探索由税务机关通过互联网、手机客户端或自助办税终端提前录入申报所需税源信息，探索实行同城通办或房地产管理部门、不动产登记部门与税务部门业务联办，为纳税人提供更加便捷的服务。（    ）|正确|错误||||2|||||探索由纳税人通过互联网、手机客户端或自助办税终端提前录入申报所需税源信息|探索由纳税人通过互联网、手机客户端或自助办税终端提前录入申报所需税源信息
为了减少办税等候时间，提速减负，打造效能税务，要优化网上申报系统，纳税人填写基础性数据前，由软件进行数据审核、逻辑计算、分类填写，有效辅导纳税人快捷准确填写申报表，提升申报质量（    ）|正确|错误||||2|||||纳税人填写基础性数据后，由软件进行数据审核、逻辑计算、分类填写|纳税人填写基础性数据后，由软件进行数据审核、逻辑计算、分类填写
升级改造税务总局12366纳税服务平台，实现热线、网线、无线互联互通，支持对全国纳税人开展咨询、宣传、权益保护、信用管理等服务，同时统一整合办税服务入口，通过与纳税人的多元化互动提升纳税人办税体验。（   ）|正确|错误||||1||||||
省税务机关管辖区域内跨县（市）从事生产经营的纳税人需要开具《外出经营活动税收管理证明》（以下简称《外管证》）的，税务机关受理纳税人的网上申请，为其开具电子《外管证》并推送电子信息，一并办理电子《外管证》纸质打印和经营地报验登记。（    ）|正确|错误||||2|||||取消电子《外管证》纸质打印和经营地报验登记|取消电子《外管证》纸质打印和经营地报验登记
推进12366接受违法举报工作，建立涉税重大违法行为“快捷处理通道”（    ）|正确|错误||||2|||||建立涉税轻微违法行为“快捷处理通道”|建立涉税轻微违法行为“快捷处理通道”
针对实名办税纳税人开展个性化服务，减少资料重复报送，弱化内部风险管控和外部结果推送，完善“登记、办税、服务、管理”全过程实名制（    ）|正确|错误||||2|||||加强内部风险管控和外部结果推送|加强内部风险管控和外部结果推送
近三年开展的“春风行动”在全国范围内实现了办税全面提速、服务全面规范、合作全面深化，打造了税务服务特色品牌，树立了税务部门良好形象。（   ）|正确|错误||||1||||||
为了强化纳税信用管理运用，要持续扩大纳税信用评价覆盖面，探索开展对个体工商户和其他类型纳税人的纳税信用评价。（   ）|正确|错误||||1||||||
为了创新税收执法方式，要建立健全“双指定、不公开”监管机制，全面推进税务稽查指定抽查，体现执法公平，提高执法效能。（   ）|正确|错误||||2|||||建立健全“双随机、一公开”监管机制，全面推进税务稽查随机抽查，体现执法公平，提高执法效能。|建立健全“双随机、一公开”监管机制，全面推进税务稽查随机抽查，体现执法公平，提高执法效能。
为了扩大社会合作范围，要充分利用银行、社区、街道等网格化网点，在银行自助服务区和街道办事处等地配置24小时自助办税服务设备，延伸24小时自助办税服务(2017年底前实施)（   ）|正确|错误||||1||||||
加强“便民办税春风行动”组织协调,国税、地税要建立联席会议制度，加强协调配合；省税务局行动牵头部门要会同配合部门分别制订具体实施方案，明确主要任务、工作分工等具体要求，列出时间表和路线图，确保尽快取得突破。（    ）|正确|错误||||1||||||
加强“便民办税春风行动”督促检查，各地要明确工作目标任务，细化省税务局、市税务局、县税务局和部门责任，定期开展专项督促检查，检查“春风行动”各项措施落实情况；有条件的要组织专业机构适时开展第三方评估。（   ）|正确|错误||||1||||||
鼓励各地税务机关发挥主观能动作用着力创新服务举措，特别是各级国税、地税税务机关应分别各自开展“春风行动”，形成季季有新风、招招有新意的良好氛围。（    ）|正确|错误||||2|||||要充分发挥“春风行动”领导小组的统筹协调作用，国税、地税要建立联席会议制度，加强协调配合|要充分发挥“春风行动”领导小组的统筹协调作用，国税、地税要建立联席会议制度，加强协调配合
加大春风行动的宣传力度，结合实际制作宣传册、小视频等各类宣传材料，充分利用微博、微信等互联网媒体平台和税收宣传月等专题活动，加强便民服务工作亮点和经验的宣传报道，营造“春风行动，四季拂面”的良好氛围。（  ）|正确|错误||||1||||||
国家税务局代地方税务局征收税款的，必须使用地方税务局征收票据。（   ）|正确|错误||||2|||||国家税务局代地方税务局征收税款的，应当使用地方税务局征收票据；如经双方协商一致，也可以使用国家税务局征收票据。|国家税务局代地方税务局征收税款的，应当使用地方税务局征收票据；如经双方协商一致，也可以使用国家税务局征收票据。
市、县国家税务局、地方税务局每年应采集来源于工商、质监、房产、国土、城建、社保、民政、公安等部门的不少于10类的涉税信息。（  ）|正确|错误||||1||||||
对暂未纳入“三证合一、一照一码”登记范围的纳税人，办理注销登记时，可向任一方税务机关申请办理清税，清税完毕后，受理方税务机关根据双方税务机关清税结果向纳税人出具《清税证明》，双方信息共享。（   ）|正确|错误||||2|||||已纳入“三证合一、一照一码”登记范围的纳税人，办理注销登记时，可向任一方税务机关申请办理清税，清税完毕后，受理方税务机关根据双方税务机关清税结果向纳税人出具《清税证明》，双方信息共享。|已纳入“三证合一、一照一码”登记范围的纳税人，办理注销登记时，可向任一方税务机关申请办理清税，清税完毕后，受理方税务机关根据双方税务机关清税结果向纳税人出具《清税证明》，双方信息共享。
及时升级合作规范，推动国税、地税服务融合、征管协同、信息共享、经验互鉴，可以有效缓解国税局因服务对象变化和数量增长带来的服务压力，以及地税局因缺少“以票控税”手段带来的管理瓶颈问题，进一步优化纳税服务、强化征收管理。（   ）|正确|错误||||1||||||
通过升级合作规范，对各个合作事项进一步细化流程、明确标准，为基层落实规范、深化合作提供基本遵循，保障各类合作事项在基层落地生根。（   ）|正确|错误||||1||||||
协同实施房地产开发企业税收一体化管理。规定国税局、地税局要联合建立房地产开发企业管理协作机制，共享相关涉税信息，加强房地产开发企业税收管理。（    ）|正确|错误||||2|||||协同实施房地产开发企业税收一体化管理。规定国税局、地税局要联合建立房地产开发企业项目登记制度，共享相关涉税信息，加强房地产开发企业税收管理。|协同实施房地产开发企业税收一体化管理。规定国税局、地税局要联合建立房地产开发企业项目登记制度，共享相关涉税信息，加强房地产开发企业税收管理。
为便于基层遵照执行和上级税务机关实施考核评价，《合作规范3.0版》对所有51个合作事项增加了“落实标准”。（   ）|正确|错误||||1||||||
国地税合作工作规范要求国地税部门互鉴税收管理经验，规定国税局、地税局要建立经验交流长效机制，通过业务指导、专题辅导、干部交流、联合攻关、共同调研等方式，分享借鉴税收管理经验。（   ）|正确|错误||||1||||||
对暂未纳入“三证合一、一照一码”登记范围的纳税人，国地税部门任一方税务机关均可为其办理设立登记，双方信息共享。（   ）|正确|错误||||1||||||
国地税合作工作规范要求，到2017年年底前，实现纳税人使用国地税部门任一方认可的数字证书，能够办理双方的涉税业务。（   ）|正确|错误||||1||||||
国地税合作工作规范要求，国地税双方共同部署开展“走出去”纳税人基础信息工作，根据税务总局明确的时限要求建立相应的“走出去”纳税人清册。（   ）|正确|错误||||1||||||
国地税合作工作规范要求，国地税双方要协同管理非正常户，对双方或一方认定为非正常户的，双方加强沟通协商，并分别采取必要的后续管理措施。（   ）|正确|错误||||1||||||
