Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
纳税人有下列情况之一的，适用纳税担保（    ）： |税务机关有根据认为从事生产、经营的纳税人有逃避纳税义务行为，在规定的纳税期之前经责令其限期缴纳应纳税款，在限期内发现纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税收入的迹象，责成纳税人提供纳税担保的|欠缴税款、滞纳金的纳税人或者其法定代表人需要出境的|纳税人同税务机关在纳税上发生争议而未缴清税款，需要申请行政复议的|纳税人因不可抗力，不能接受税务机关的询问、检查的|税收法律、行政法规规定可以提供纳税担保的其他情形|1|2|3|5||p263（1）纳税人有下列情况之一的，适用纳税担保：①税务机关有根据认为从事生产、经营的纳税人有逃避纳税义务行为，在规定的纳税期之前经责令其限期缴纳应纳税款，在限期内发现纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税收入的迹象，责成纳税人提供纳税担保的；②欠缴税款、滞纳金的纳税人或者其法定代表人需要出境的；③纳税人同税务机关在纳税上发生争议而未缴清税款，需要申请行政复议的；④税收法律、行政法规规定可以提供纳税担保的其他情形。|p263（1）纳税人有下列情况之一的，适用纳税担保：①税务机关有根据认为从事生产、经营的纳税人有逃避纳税义务行为，在规定的纳税期之前经责令其限期缴纳应纳税款，在限期内发现纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税收入的迹象，责成纳税人提供纳税担保的；②欠缴税款、滞纳金的纳税人或者其法定代表人需要出境的；③纳税人同税务机关在纳税上发生争议而未缴清税款，需要申请行政复议的；④税收法律、行政法规规定可以提供纳税担保的其他情形。
税收保全措施，是指税务机关在规定的纳税期之前，对有逃避纳税义务行为的纳税人，限制其处理可用作缴纳税款的存款、商品、货物等财产的一种行政强制措施，税收保全的适用条件包括（    ）|只适用于从事生产经营的纳税人|税务机关必须有根据认为从事生产、经营的纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税的收入等行为或迹象|必须是在规定的纳税期之前和责令限期缴纳的期限之后|必须在纳税人不肯或不能提供纳税担保的情况下|必须经县以上税务局（分局）局长批准|1|2|4|5||p263（二）税收保全的适用条件（1）只适用于从事生产经营的纳税人；（2）税务机关必须有根据认为从事生产、经营的纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税的收入等行为或迹象；（3）必须是在规定的纳税期之前和责令限期缴纳的期限之内；（4）必须在纳税人不肯或不能提供纳税担保的情况下；（5）必须经县以上税务局（分局）局长批准。|p263（二）税收保全的适用条件（1）只适用于从事生产经营的纳税人；（2）税务机关必须有根据认为从事生产、经营的纳税人有明显的转移、隐匿其应纳税的商品、货物以及其他财产或者应纳税的收入等行为或迹象；（3）必须是在规定的纳税期之前和责令限期缴纳的期限之内；（4）必须在纳税人不肯或不能提供纳税担保的情况下；（5）必须经县以上税务局（分局）局长批准。
《纳税评估报告》应包括以下（    ）内容|纳税评估对象的基本情况；|评估确定的主要疑点和问题|评估基本情况|认定结论|风控建议|1|2|3|4||p264《纳税评估报告》应包括以下主要内容：（1）纳税评估对象的基本情况；（2）评估确定的主要疑点和问题；（3）评估基本情况；（4）认定结论；（5）评估详细情况；（6）处理建议；（7）征管建议。|p264《纳税评估报告》应包括以下主要内容：（1）纳税评估对象的基本情况；（2）评估确定的主要疑点和问题；（3）评估基本情况；（4）认定结论；（5）评估详细情况；（6）处理建议；（7）征管建议。
有下列情形之一的（    ），在纳税评估报告中应建议“移送稽查”。|明显存在虚开或接受虚开发票现象的|纳税人拒绝评估人员纳税评估实地核查，或者以各种方式阻挠、刁难评估人员核查的|纳税人主动选择以自查申报代替约谈说明后，未能在规定期限内自查补税且未向税务机关说明正当理由的，以及自查补税结果与税务机关的评估结果差距较大且不能说明正当理由的|纳税评估过程中发现纳税人涉嫌逃税、抗税、逃避追缴欠税、骗取出口退税行为之一的|发现企业与境外关联企业间存在不按照独立企业交易原则进行交易往来|1|2|3|4||p264（3）属于下列情形之一的，由评估人员在《纳税评估报告》中提出“移送稽查”处理建议：①明显存在虚开或接受虚开发票现象的； ②纳税人拒绝评估人员纳税评估实地核查，或者以各种方式阻挠、刁难评估人员核查的；③纳税人主动选择以自查申报代替约谈说明后，未能在规定期限内自查补税且未向税务机关说明正当理由的，以及自查补税结果与税务机关的评估结果差距较大且不能说明正当理由的；④纳税评估过程中发现纳税人涉嫌逃税、抗税、逃避追缴欠税、骗取出口退税行为之一的；⑤其它需移交稽查的情形。|p264（3）属于下列情形之一的，由评估人员在《纳税评估报告》中提出“移送稽查”处理建议：①明显存在虚开或接受虚开发票现象的； ②纳税人拒绝评估人员纳税评估实地核查，或者以各种方式阻挠、刁难评估人员核查的；③纳税人主动选择以自查申报代替约谈说明后，未能在规定期限内自查补税且未向税务机关说明正当理由的，以及自查补税结果与税务机关的评估结果差距较大且不能说明正当理由的；④纳税评估过程中发现纳税人涉嫌逃税、抗税、逃避追缴欠税、骗取出口退税行为之一的；⑤其它需移交稽查的情形。
评估审核人员按规定的要求进行审核，发现存在以下问题，应退回评估实施人员限期补正，包括（     ）|纳税人的补税未入库|对评估工作程序不符合要求|工作程序虽符合规程要求，但评估资料不全的|发现对疑点问题未分析或说明不清楚的，以及分析、说明时将疑点问题遗漏的|未对纳税人进行处罚|2|3|4|||p265   2. 评估审核人员按规定的要求进行审核，发现存在以下问题，应退回评估实施人员限期补正：（1）对评估工作程序不符合要求，或者工作程序虽符合规程要求，但评估资料不全的，应指出存在的问题，提出整改要求，并退回相关资料，限期补正； （2）发现对疑点问题未分析或说明不清楚的，以及分析、说明时将疑点问题遗漏的，应指出存在的问题，并退回相关资料，限期补充分析、说明材料。|p265   2. 评估审核人员按规定的要求进行审核，发现存在以下问题，应退回评估实施人员限期补正：（1）对评估工作程序不符合要求，或者工作程序虽符合规程要求，但评估资料不全的，应指出存在的问题，提出整改要求，并退回相关资料，限期补正； （2）发现对疑点问题未分析或说明不清楚的，以及分析、说明时将疑点问题遗漏的，应指出存在的问题，并退回相关资料，限期补充分析、说明材料。
税务机关在送达税务文书时可以采取以下方式（    ）|电话送达 |留置送达|邮寄送达|委托送达|公告送达|2|3|4|5||p266根据《税收征管法实施细则》的规定，税务机关在送达税务文书时可以采取以下五种方式：直接送达、留置送达、邮寄送达、委托送达、公告送达。|p266根据《税收征管法实施细则》的规定，税务机关在送达税务文书时可以采取以下五种方式：直接送达、留置送达、邮寄送达、委托送达、公告送达。
受送达人或者其他签收人不具有法律上的理由拒绝签收税务文书的，送达人将税务文书留置于受送达人处的送达方式。留置送达方式中的注意事项包括（     ）|前提必须是受送达人拒收文书|采取这种方式时，必须要有见证人并到场说明情况|在送达回证上记明拒收理由和日期，并由送达人和见证人签名或者盖章|当送达对象下落不明时也适用|自送达人和见证人签名或盖章之日起满30日，即视为送达|1|2|3|||p266留置送达方式中的注意事项：第一，前提必须是受送达人拒收文书；第二，采取这种方式时，必须要有见证人并到场说明情况。见证人可为有关的主管部门、基层组织、公安派出所、街道办事处、居民（村民）委员会的单位代表或其他有关人员；第三，在送达回证上记明拒收理由和日期，并由送达人和见证人签名或者盖章。|p266留置送达方式中的注意事项：第一，前提必须是受送达人拒收文书；第二，采取这种方式时，必须要有见证人并到场说明情况。见证人可为有关的主管部门、基层组织、公安派出所、街道办事处、居民（村民）委员会的单位代表或其他有关人员；第三，在送达回证上记明拒收理由和日期，并由送达人和见证人签名或者盖章。
在实施邮寄送达时，以下事项正确的是（    ）。|受送达人应当向税务机关提供或者确认自己准确的送达地址，受送达人拒绝提供自己的送达地址，经税务机关告知后仍不提供的，以其税务登记的住所地为送达地址|采用邮寄送达的，以挂号函件回执上注明的收件日期为送达日期，并视为已送达|邮政机构将挂号信或邮件退回的，应当说明退回的理由|在受送达对象数量众多、成分复杂、分布广泛的情况下，采用其他送达方式将很难实现，税务机关应采用邮寄送达方式，|邮寄送达便捷，适用于各种情形，但邮寄送达税务文书不产生法律效力|1|2|3|||p267邮寄送达方式中的注意事项：第一，受送达人应当向税务机关提供或者确认自己准确的送达地址，受送达人拒绝提供自己的送达地址，经税务机关告知后仍不提供的，以其税务登记的住所地为送达地址；第二，采用邮寄送达的，以挂号函件回执上注明的收件日期为送达日期，并视为已送达；第三，邮政机构将挂号信或邮件退回的，应当说明退回的理由。|p267邮寄送达方式中的注意事项：第一，受送达人应当向税务机关提供或者确认自己准确的送达地址，受送达人拒绝提供自己的送达地址，经税务机关告知后仍不提供的，以其税务登记的住所地为送达地址；第二，采用邮寄送达的，以挂号函件回执上注明的收件日期为送达日期，并视为已送达；第三，邮政机构将挂号信或邮件退回的，应当说明退回的理由。
下列有关直接送达方式的陈述，正确的是（    ）。|直接送达无论受送达人是否拒绝接收文书均适用|受送达人是公民的，应当由本人直接签收；本人不在的，交其同住成年家属签收|受送达人是法人或者其他组织的，应当由法人的法定代表人、其他组织的主要负责人或者该法人、组织的财务负责人、负责收件的人签收|受送达人有代理人的，也可以送交其代理人签收|直接送达是最基本的送达方式，但对人力资源要求高|2|3|4|5||p266直接送达方式中的注意事项：第一，受送达人是公民的，应当由本人直接签收；本人不在的，交其同住成年家属签收；第二，受送达人是法人或者其他组织的，应当由法人的法定代表人、其他组织的主要负责人或者该法人、组织的财务负责人、负责收件的人签收；第三，受送达人有代理人的，也可以送交其代理人签收。|p266直接送达方式中的注意事项：第一，受送达人是公民的，应当由本人直接签收；本人不在的，交其同住成年家属签收；第二，受送达人是法人或者其他组织的，应当由法人的法定代表人、其他组织的主要负责人或者该法人、组织的财务负责人、负责收件的人签收；第三，受送达人有代理人的，也可以送交其代理人签收。
下列有关公告送达方式的陈述，正确的是（    ）。|在受送达对象数量众多、成分复杂、分布广泛的情况下，采用其他送达方式将很难实现，税务机关应采用公告送达方式，|公告送达税务文书不易产生法律效力|采用公告送达税务文书的，自公告之日起满30日，即视为送达|公告送达减少直接送达所带来的不便，节约大量的税收成本|公告送达以张贴公告、登报等方式或者利用广播电视等传播媒介，将税务文书有关内容告知当事人的送达方式|1|3|4|5||p267公告送达方式中的注意事项：在受送达对象数量众多、成分复杂、分布广泛的情况下，采用其他送达方式将很难实现，税务机关应采用公告送达方式，这样可以减少直接送达所带来的不便，节约大量的税收成本。采用公告送达税务文书的，自公告之日起满30日，即视为送达。|p267公告送达方式中的注意事项：在受送达对象数量众多、成分复杂、分布广泛的情况下，采用其他送达方式将很难实现，税务机关应采用公告送达方式，这样可以减少直接送达所带来的不便，节约大量的税收成本。采用公告送达税务文书的，自公告之日起满30日，即视为送达。
在签写《税务文书送达回证》时应该注意以下几点（    ）。|填写送达文书名称一栏时，税务文书名称和文书种类编号必须正确填全|由企业财务人员签收时可不加盖公章|填写受送达人一栏时，受送达人名称必须和送达文书中受送达人名称一致|受送达人是法人或者其他组织的，由该法人、组织的财务负责人、负责收件的人及代理人签收时，应在受送达人一栏签名或盖章，同时注明代收理由以及代收人的身份，并加盖该法人、组织的公章。|填写受送达人和代收人签名或盖章一栏时，应注意受送达人和代收人的区别|1|3|5|||p267第一、填写送达文书名称一栏时，税务文书名称和文书种类编号必须正确填全。第二、填写受送达人一栏时，受送达人名称必须和送达文书中受送达人名称一致。第三、填写受送达人和代收人签名或盖章一栏时，应注意受送达人和代收人的区别。|p267第一、填写送达文书名称一栏时，税务文书名称和文书种类编号必须正确填全。第二、填写受送达人一栏时，受送达人名称必须和送达文书中受送达人名称一致。第三、填写受送达人和代收人签名或盖章一栏时，应注意受送达人和代收人的区别。
受送达人是法人或者其他组织的，由该法人、组织的财务负责人、负责收件的人及代理人签收时，以下说法错误的是（     ）。|应在代收人一栏签名或盖章|应在受送达人一栏签名或盖章|注明代收理由以及代收人的身份|加盖该法人、组织的公章|财务人员代收可不加盖公章|2|5||||p267受送达人是法人或者其他组织的，法人的法定代表人、其他组织的主要负责人直接签收时，应在受送达人一栏签名或盖章；由该法人、组织的财务负责人、负责收件的人及代理人签收时，应在代收人一栏签名或盖章，同时注明代收理由以及代收人的身份，并加盖该法人、组织的公章。由企业财务人员签收不加盖公章的做法是错误的，这样不会产生法律上的送达效力。|p267受送达人是法人或者其他组织的，法人的法定代表人、其他组织的主要负责人直接签收时，应在受送达人一栏签名或盖章；由该法人、组织的财务负责人、负责收件的人及代理人签收时，应在代收人一栏签名或盖章，同时注明代收理由以及代收人的身份，并加盖该法人、组织的公章。由企业财务人员签收不加盖公章的做法是错误的，这样不会产生法律上的送达效力。
违法违章处理报告审议的内容包括以下几个方面（    ）。|违法、违章调查程序是否合法|违法、违章事实认定是否清楚|违法、违章主体是否正确|证据资料是否齐全，法律适用是否正确|提出的违法、违章处理建议是否合法、合理|1|2|4|5||p268  2.审议的内容（1）违法、违章调查程序是否合法；（2）违法、违章事实认定是否清楚；（3）证据资料是否齐全；（4）法律适用是否正确；（5）提出的违法、违章处理建议是否合法、合理。|p268  2.审议的内容（1）违法、违章调查程序是否合法；（2）违法、违章事实认定是否清楚；（3）证据资料是否齐全；（4）法律适用是否正确；（5）提出的违法、违章处理建议是否合法、合理。
税务机关提起代位权诉讼，应当符合的条件包括（     ）|税务机关对债务人的债权合法，即纳税人超过纳税期限，有不缴或少缴税款的情形|纳税人怠于行使其到期的债权，可能造成税款流失|纳税人的债权已到期|纳税人的债权是专属于自身的债权|纳税人的债权不是专属于自身的债权|1|2|3|5||p276税务机关提起代位权诉讼，应当符合的条件：（1）税务机关对债务人的债权合法，即纳税人超过纳税期限，有不缴或少缴税款的情形。（2）纳税人怠于行使其到期的债权，可能造成税款流失。（3）纳税人的债权已到期。（4）纳税人的债权不是专属于自身的债权。专属于自身的债权，是指基于扶养关系、抚养关系、赡养关系、继承关系产生的给付请求权和劳动报酬、退休金、养老金、抚恤金、安置费、人寿保险、人身伤害赔偿请求权等权利。|p276税务机关提起代位权诉讼，应当符合的条件：（1）税务机关对债务人的债权合法，即纳税人超过纳税期限，有不缴或少缴税款的情形。（2）纳税人怠于行使其到期的债权，可能造成税款流失。（3）纳税人的债权已到期。（4）纳税人的债权不是专属于自身的债权。专属于自身的债权，是指基于扶养关系、抚养关系、赡养关系、继承关系产生的给付请求权和劳动报酬、退休金、养老金、抚恤金、安置费、人寿保险、人身伤害赔偿请求权等权利。
在纳税评估中，检查人员当场作出行政处罚决定，应当严格遵循以下程序（    ）。|向当事人出示执法证件，表明检查人员身份|告知当事人作出行政处罚决定的事实、理由和依据，及其依法享有陈述申辩的权利|听取当事人的陈述申辩，并制作陈述申辩笔录 |当事人的陈述申辩成立或者不成立，均不影响检查人员当场作出处罚|填写预定格式、编有号码的税务行政处罚决定书（简易），并当场交付当事人|1|2|3|5||p269检查人员当场作出行政处罚决定，应当严格遵循以下程序：（1）向当事人出示执法证件，表明检查人员身份。（2）告知当事人作出行政处罚决定的事实、理由和依据，及其依法享有陈述申辩的权利。（3）听取当事人的陈述申辩，并制作陈述申辩笔录；当事人的陈述申辩不成立的，不影响检查人员当场作出处罚；当事人的陈述申辩成立的，检查人员应当立即采纳，不再当场作出处罚。（4）填写预定格式、编有号码的税务行政处罚决定书（简易），并当场交付当事人。|p269检查人员当场作出行政处罚决定，应当严格遵循以下程序：（1）向当事人出示执法证件，表明检查人员身份。（2）告知当事人作出行政处罚决定的事实、理由和依据，及其依法享有陈述申辩的权利。（3）听取当事人的陈述申辩，并制作陈述申辩笔录；当事人的陈述申辩不成立的，不影响检查人员当场作出处罚；当事人的陈述申辩成立的，检查人员应当立即采纳，不再当场作出处罚。（4）填写预定格式、编有号码的税务行政处罚决定书（简易），并当场交付当事人。
在纳税评估中，适用行政处罚的一般程序的情形包括（     ）。|税务机关对公民个人处50元以上罚款|对法人或者其他组织处1000元以上罚款|情节复杂、需要对其违法行为做进一步调查取证的|当事人采取种种办法抵抗或拒绝检查的|当事人对于检查人员给予当场处罚的事实认定有分歧而无法作出行政处罚决定的|1|2|3|5||p269 在纳税评估中，税务机关对公民个人处50元以上，对法人或者其他组织处1000元以上罚款，或者情节复杂、需要对其违法行为做进一步调查取证的，或者当事人对于检查人员给予当场处罚的事实认定有分歧而无法作出行政处罚决定的，适用行政处罚的一般程序。|p269 在纳税评估中，税务机关对公民个人处50元以上，对法人或者其他组织处1000元以上罚款，或者情节复杂、需要对其违法行为做进一步调查取证的，或者当事人对于检查人员给予当场处罚的事实认定有分歧而无法作出行政处罚决定的，适用行政处罚的一般程序。
行政机关作出（    ）等行政处罚决定之前，应当告知当事人有要求举行听证的权利；当事人要求听证的，行政机关应当组织听证。|责令停产停业|吊销许可证|吊销执照|公民处以2000元（含）以下罚款|对法人或其他组织处以１万元（含）以下罚款|1|2|3|||p270 根据《中华人民共和国行政处罚法》的规定，行政机关作出责令停产停业、吊销许可证或者执照、较大数额罚款等行政处罚决定之前，应当告知当事人有要求举行听证的权利；当事人要求听证的，行政机关应当组织听证.同时，对公民处以2000元（含）以上、对法人或其他组织处以1万元（含）以上罚款的税务行政处罚，还应告知纳税人及相关方有要求举行听证的权利。|p270 根据《中华人民共和国行政处罚法》的规定，行政机关作出责令停产停业、吊销许可证或者执照、较大数额罚款等行政处罚决定之前，应当告知当事人有要求举行听证的权利；当事人要求听证的，行政机关应当组织听证.同时，对公民处以2000元（含）以上、对法人或其他组织处以1万元（含）以上罚款的税务行政处罚，还应告知纳税人及相关方有要求举行听证的权利。
税务机关需要对听证申请进行审核，审核主要内容包括（    ）。|申请人是否是行政处罚的直接当事人或者当事人委托的代理人|是否属于本税务机关作出的行政处罚|听证申请是否在法定的期限内提出|听证申请理由是否非充分|是否依法作出行政处罚|1|2|3|||p270 审核主要内容：申请人是否是行政处罚的直接当事人，或者当事人委托的代理人；是否属于本税务机关作出的行政处罚；听证申请是否在法定的期限内提出。|p270 审核主要内容：申请人是否是行政处罚的直接当事人，或者当事人委托的代理人；是否属于本税务机关作出的行政处罚；听证申请是否在法定的期限内提出。
对于违法、违章情形，税务机关根据不同情况，应当分别作出以下决定（     ）。 |确有应受行政处罚的违法行为的，根据情节轻重及具体情况，作出行政处罚决定，并制作《税务行政处罚决定书》|违法行为轻微，依法可以不予行政处罚的，不予行政处罚，并制作《不予行政处罚决定书》|违法事实不能成立的，不得给予行政处罚，并制作《不予行政处罚决定书》|违法事实不能成立的，不得给予行政处罚|《税务行政处罚决定书》或者《不予行政处罚决定书》应当按征管法及实施细则的规定送达给当事人。|1|2|4|5||p271 税务机关根据不同情况，应当分别作出以下决定：确有应受行政处罚的违法行为的，根据情节轻重及具体情况，作出行政处罚决定，并制作《税务行政处罚决定书》；违法行为轻微，依法可以不予行政处罚的，不予行政处罚，并制作《不予行政处罚决定书》；违法事实不能成立的，不得给予行政处罚；《税务行政处罚决定书》或者《不予行政处罚决定书》应当按征管法及实施细则的规定送达给当事人。|p271 税务机关根据不同情况，应当分别作出以下决定：确有应受行政处罚的违法行为的，根据情节轻重及具体情况，作出行政处罚决定，并制作《税务行政处罚决定书》；违法行为轻微，依法可以不予行政处罚的，不予行政处罚，并制作《不予行政处罚决定书》；违法事实不能成立的，不得给予行政处罚；《税务行政处罚决定书》或者《不予行政处罚决定书》应当按征管法及实施细则的规定送达给当事人。
欠税追征一般需经过以下几个环节（   ）|追征准备|追征实施|证据归集|卷宗归档|总结反馈|1|2|3|4||p271 欠税追征一般需经过追征准备、追征实施、证据归集、卷宗归档等环节。|p271 欠税追征一般需经过追征准备、追征实施、证据归集、卷宗归档等环节。
采取税收强制执行措施应遵循以下规定（    ）。|采取强制执行措施的权力只能由法定的税务机关行使|采取强制执行措施的权力可以由税务机关以外的其他单位或者组织行使|税务机关采取强制执行措施必须依照法定权限和法定程序|税务机关采取强制执行措施时，不得查封、扣押纳税人个人及其所扶养家属维持生活必需的住房和用品|税务机关扣押商品、货物或者其他财产时，必须开付收据；查封商品、货物或者其他财产时，必须开付清单|1|3|4|5||p274 采取强制执行措施应遵循的规定（1）采取强制执行措施的权力只能由法定的税务机关行使。（2）税务机关采取强制执行措施必须依照法定权限和法定程序。（3）税务机关采取强制执行措施时，不得查封、扣押纳税人个人及其所扶养家属维持生活必需的住房和用品。这里需要注意以下几点：①住房和用品必须是“纳税人个人及其所扶养家属”的，才能不得查封、扣押。 ②不得查封、扣押的住房和用品必须是纳税人个人及其所扶养家属“维持生活必需的”。③不属于维持生活所必需的住房和用品，税务机关可以依法查封、扣押。④税务机关扣押商品、货物或者其他财产时，必须开付收据；查封商品、货物或者其他财产时，必须开付清单。|p274 采取强制执行措施应遵循的规定（1）采取强制执行措施的权力只能由法定的税务机关行使。（2）税务机关采取强制执行措施必须依照法定权限和法定程序。（3）税务机关采取强制执行措施时，不得查封、扣押纳税人个人及其所扶养家属维持生活必需的住房和用品。这里需要注意以下几点：①住房和用品必须是“纳税人个人及其所扶养家属”的，才能不得查封、扣押。 ②不得查封、扣押的住房和用品必须是纳税人个人及其所扶养家属“维持生活必需的”。③不属于维持生活所必需的住房和用品，税务机关可以依法查封、扣押。④税务机关扣押商品、货物或者其他财产时，必须开付收据；查封商品、货物或者其他财产时，必须开付清单。
阻止出境欠税纳税人的范围包括中国公民及外国人、无国籍人等非我国公民。具体如下（    ）|欠税纳税人为自然人的，阻止出境的对象为当事人本人|欠税纳税人为法人的，阻止出境的对象为其法定代表人|欠税纳税人为其他经济组织的，阻止出境的对象为其负责人|法定代表人或负责人变更时，以变更后的法定代表人或负责人为阻止出境对象|法定代表人不在中国境内的，以其代理人为阻止出境对象|1|2|3|4||p277 阻止出境欠税纳税人的范围包括中国公民及外国人、无国籍人等非我国公民。具体如下：（1）欠税纳税人为自然人的，阻止出境的对象为当事人本人；（2）欠税纳税人为法人的，阻止出境的对象为其法定代表人；（3）欠税纳税人为其他经济组织的，阻止出境的对象为其负责人。法定代表人或负责人变更时，以变更后的法定代表人或负责人为阻止出境对象，法定代表人不在中国境内的，以其在华的主要负责人为阻止出境对象。|p277 阻止出境欠税纳税人的范围包括中国公民及外国人、无国籍人等非我国公民。具体如下：（1）欠税纳税人为自然人的，阻止出境的对象为当事人本人；（2）欠税纳税人为法人的，阻止出境的对象为其法定代表人；（3）欠税纳税人为其他经济组织的，阻止出境的对象为其负责人。法定代表人或负责人变更时，以变更后的法定代表人或负责人为阻止出境对象，法定代表人不在中国境内的，以其在华的主要负责人为阻止出境对象。
被阻止出境的欠税纳税人有下列情形之一的（    ），应立即依据布控程序通知公安边防部门撤控。|已结清阻止出境时欠缴的全部税款和滞纳金|已向税务机关提供相当于全部欠缴税款的纳税担保|欠税纳税人已依法宣告破产，并依《破产法》程序清算终结|欠税纳税人为法人或其他经济组织的，其法定代表人或负责人宣告死亡或失踪的|其他原因需要撤控的|1|2|3|5||p278 被阻止出境的欠税纳税人有下列情形之一的，应立即依据布控程序通知公安边防部门撤控：①已结清阻止出境时欠缴的全部税款和滞纳金；②已向税务机关提供相当于全部欠缴税款的纳税担保；③欠税纳税人已依法宣告破产，并依《破产法》程序清算终结；④其他原因需要撤控的。|p278 被阻止出境的欠税纳税人有下列情形之一的，应立即依据布控程序通知公安边防部门撤控：①已结清阻止出境时欠缴的全部税款和滞纳金；②已向税务机关提供相当于全部欠缴税款的纳税担保；③欠税纳税人已依法宣告破产，并依《破产法》程序清算终结；④其他原因需要撤控的。
税务局在提出阻止欠税纳税人出境申请前，应认真调查核实，掌握翔实情况，做到事实清楚，信息准确，证据充分。有以下情况之一的（    ），省、自治区、直辖市税务机关或国家税务总局将追究相关责任人的责任。|对欠税纳税人的欠税事实认定不清和身份信息不准确造成不利影响和后果的|未及时办理撤控手续造成不利影响和后果的|阻止出境相关文书没有按《税收征管法实施细则》规定的文书送达方式和要求及时送达的|应采取阻止出境措施而不采取的|应采取阻止出境措施而不采取造成不利影响和后果的|1|2|3|4||p278 税务局在提出阻止欠税纳税人出境申请前，应认真调查核实，掌握翔实情况，做到事实清楚，信息准确，证据充分。有以下情况之一的，省、自治区、直辖市税务机关或国家税务总局将追究相关责任人的责任。①对欠税纳税人的欠税事实认定不清和身份信息不准确造成不利影响和后果的；②未及时办理撤控手续造成不利影响和后果的；③阻止出境相关文书没有按《税收征管法实施细则》规定的文书送达方式和要求及时送达的；④应采取阻止出境措施而不采取的。|p278 税务局在提出阻止欠税纳税人出境申请前，应认真调查核实，掌握翔实情况，做到事实清楚，信息准确，证据充分。有以下情况之一的，省、自治区、直辖市税务机关或国家税务总局将追究相关责任人的责任。①对欠税纳税人的欠税事实认定不清和身份信息不准确造成不利影响和后果的；②未及时办理撤控手续造成不利影响和后果的；③阻止出境相关文书没有按《税收征管法实施细则》规定的文书送达方式和要求及时送达的；④应采取阻止出境措施而不采取的。
在纳税人基本资料分析与审核中，通过税务登记信息的审核，可以对纳税人的基本情况有一个整体了解。就税务登记信息可以从以下几个方面进行审核（    ）。|法定代表人（负责人）信息审核|行业信息审核|生产经营地址审核|投资方信息审核|税率（征收率）的审核|1|2|3|4||p278-279|p278-279
资产负债表相关项目的期初期末数与利润表、现金流量表和所有者权益（股东权益）变动表相关项目之间存在一定的逻辑关系，主要有（    ）。|资产负债表中未分配利润的期末数减去期初数，在企业未对内计提盈余公积和对外向投资者分配现金股利的情况下，应该等于利润表的净利润项目；在企业对内计提盈余公积和对外向投资者分配现金股利的情况下，应该等于利润表的净利润项目减去盈余公积和分配股利数额|资产负债表的货币资金项目的期末数减去期初数，在不考虑现金等价物的情况下应该等于现金流量表最后的现金及现金等价物净增加额|资产负债表中“未分配利润”年初数、年末数分别与所有者（或股东）权益变动表中“年初未分配利润”“年末未分配利润”相等|资产负债表中“实收资本”“资本公积”“盈余公积”项目的年初数、年末数分别与所有者（或股东）权益变动表中“实收资本”“资本公积”“盈余公积”项目的上年年末余额、本年年末相等|资产负债表的货币资金项目的期末数减去期初数，应该等于现金流量表最后的现金及现金等价物净增加额|1|2|3|4||征管书P284|征管书P284
税种认定是指税务机关根据纳税人办理税务登记时所申报的行业、经营范围和应税行为等信息，以及在税收征管工作中依法取得的其他相关信息，对纳税人具有申报纳税（扣缴或代征）义务的税种进行认定的工作。对认定信息的审核，主要包括以下几个方面（   ）。 |征收税种的审核|税率（征收率）的审核|征收方式审核|变更登记信息审核|财务会计制度审核|1|2|3|||征管书P279-280|征管书P279-280
税务行政许可事项包括（     ）。|对纳税人延期缴纳税款、延期申报的核准|对纳税人变更纳税定额的核准|增值税专用发票（增值税税控系统）最高开票限额审批|对采取实际利润额预缴以外的其他企业所得税预缴方式的核定|一般纳税人资格登记的核准|1|2|3|4||征管书P139|征管书P139
下列各项中，允许作为从事房地产开发的纳税人加计20%扣除基数的有（   ）|耕地占用税|管理费用|土地征用费|财务费用|建房直接成本|1|3|5|||通用书P130|通用书P130
下列占用城镇土地的行为中，需征收城镇土地使用税的有（     )。|宗教寺庙自用的土地|水电站厂房用地|军办企业用地|市政绿化用地|发电厂厂房用地|2|3|5|||通用书P118|通用书P118
下列以土地（房地产）作价入股进行投资或联营的土地增值税的征免规定的表述中，正确的是（    ）。|凡所投资、联营的企业从事房地产开发的，应征土地增值税|房地产开发企业以其建造的商品房进行投资和联营的，应征土地增值税|除AB所述的其他投资联营行为，暂免土地增值税|投资、联营企业将该房地产再转让的，暂免征收土地增值税|投资、联营企业将投资（联营）的房地产再转让的，应征收土地增值税|1|2|3|5|||
下列关于房产税计税依据的说法中，正确的有（    ）。|房产税有从价计征和从租计征两种方式|投资联营的房产如果投资者共担风险按房产余值从价征税，如果不共担风险应按租金从租计征|对企事业单位，社会团体以及其他组织按市场价格向个人出租用于居住的住房，减按3%的税率征收房产税|凡以房屋为载体，不可随意移动的附属设备和配套设施，无论在会计核算中是否单独记账和核算，都应计入房产原值|对企事业单位，社会团体以及其他组织按市场价格向个人出租用于居住的住房，减按5%的税率征收房产税|1|2|4|||通用书P115|通用书P115
